* Measurement data measured by REW V5.19
* Source: /mnt/tmp/Users/Niklas/Desktop/KITCHEN NO SMOOTH.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 5, 2019 5:31:34 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 80.0 dB
* Note: Measurement imported from /mnt/tmp/Users/Niklas/Desktop/KITCHEN NO SMOOTH.txt Format: Comma/Tab/Space delimited data 60155 values loaded, 20 Hz to 22,049 Hz
* Measurement: KITCHEN NO SMOOTH.tx
* Smoothing: Variable
* Frequency Step: 0.25 Hz
* Start Frequency: 20.142 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
5610.892 78.359 0.000
5611.142 78.359 0.000
5611.392 78.358 0.000
5611.642 78.358 0.000
5611.892 78.358 0.000
5612.142 78.358 0.000
5612.392 78.358 0.000
5612.642 78.358 0.000
5612.892 78.358 0.000
5613.142 78.357 0.000
5613.392 78.357 0.000
5613.642 78.357 0.000
5613.892 78.357 0.000
5614.142 78.357 0.000
5614.392 78.357 0.000
5614.642 78.357 0.000
5614.892 78.357 0.000
5615.142 78.356 0.000
5615.392 78.356 0.000
5615.642 78.356 0.000
5615.892 78.356 0.000
5616.142 78.356 0.000
5616.392 78.356 0.000
5616.642 78.356 0.000
5616.892 78.355 0.000
5617.142 78.355 0.000
5617.392 78.355 0.000
5617.642 78.355 0.000
5617.892 78.355 0.000
5618.142 78.355 0.000
5618.392 78.355 0.000
5618.642 78.355 0.000
5618.892 78.354 0.000
5619.142 78.354 0.000
5619.392 78.354 0.000
5619.642 78.354 0.000
5619.892 78.354 0.000
5620.142 78.354 0.000
5620.392 78.354 0.000
5620.642 78.353 0.000
5620.892 78.353 0.000
5621.142 78.353 0.000
5621.392 78.353 0.000
5621.642 78.353 0.000
5621.892 78.353 0.000
5622.142 78.353 0.000
5622.392 78.353 0.000
5622.642 78.352 0.000
5622.892 78.352 0.000
5623.142 78.352 0.000
5623.392 78.352 0.000
5623.642 78.352 0.000
5623.892 78.352 0.000
5624.142 78.352 0.000
5624.392 78.352 0.000
5624.642 78.351 0.000
5624.892 78.351 0.000
5625.142 78.351 0.000
5625.392 78.351 0.000
5625.642 78.351 0.000
5625.892 78.351 0.000
5626.142 78.351 0.000
5626.392 78.350 0.000
5626.642 78.350 0.000
5626.892 78.350 0.000
5627.142 78.350 0.000
5627.392 78.350 0.000
5627.642 78.350 0.000
5627.892 78.350 0.000
5628.142 78.350 0.000
5628.392 78.349 0.000
5628.642 78.349 0.000
5628.892 78.349 0.000
5629.142 78.349 0.000
5629.392 78.349 0.000
5629.642 78.349 0.000
5629.892 78.349 0.000
5630.142 78.349 0.000
5630.392 78.348 0.000
5630.642 78.348 0.000
5630.892 78.348 0.000
5631.142 78.348 0.000
5631.392 78.348 0.000
5631.642 78.348 0.000
5631.892 78.348 0.000
5632.142 78.347 0.000
5632.392 78.347 0.000
5632.642 78.347 0.000
5632.892 78.347 0.000
5633.142 78.347 0.000
5633.392 78.347 0.000
5633.642 78.347 0.000
5633.892 78.347 0.000
5634.142 78.346 0.000
5634.392 78.346 0.000
5634.642 78.346 0.000
5634.892 78.346 0.000
5635.142 78.346 0.000
5635.392 78.346 0.000
5635.642 78.346 0.000
5635.892 78.346 0.000
5636.142 78.345 0.000
5636.392 78.345 0.000
5636.642 78.345 0.000
5636.892 78.345 0.000
5637.142 78.345 0.000
5637.392 78.345 0.000
5637.642 78.345 0.000
5637.892 78.345 0.000
5638.142 78.344 0.000
5638.392 78.344 0.000
5638.642 78.344 0.000
5638.892 78.344 0.000
5639.142 78.344 0.000
5639.392 78.344 0.000
5639.642 78.344 0.000
5639.892 78.344 0.000
5640.142 78.343 0.000
5640.392 78.343 0.000
5640.642 78.343 0.000
5640.892 78.343 0.000
5641.142 78.343 0.000
5641.392 78.343 0.000
5641.642 78.343 0.000
5641.892 78.343 0.000
5642.142 78.342 0.000
5642.392 78.342 0.000
5642.642 78.342 0.000
5642.892 78.342 0.000
5643.142 78.342 0.000
5643.392 78.342 0.000
5643.642 78.342 0.000
5643.892 78.342 0.000
5644.142 78.341 0.000
5644.392 78.341 0.000
5644.642 78.341 0.000
5644.892 78.341 0.000
5645.142 78.341 0.000
5645.392 78.341 0.000
5645.642 78.341 0.000
5645.892 78.341 0.000
5646.142 78.340 0.000
5646.392 78.340 0.000
5646.642 78.340 0.000
5646.892 78.340 0.000
5647.142 78.340 0.000
5647.392 78.340 0.000
5647.642 78.340 0.000
5647.892 78.340 0.000
5648.142 78.339 0.000
5648.392 78.339 0.000
5648.642 78.339 0.000
5648.892 78.339 0.000
5649.142 78.339 0.000
5649.392 78.339 0.000
5649.642 78.339 0.000
5649.892 78.339 0.000
5650.142 78.338 0.000
5650.392 78.338 0.000
5650.642 78.338 0.000
5650.892 78.338 0.000
5651.142 78.338 0.000
5651.392 78.338 0.000
5651.642 78.338 0.000
5651.892 78.338 0.000
5652.142 78.337 0.000
5652.392 78.337 0.000
5652.642 78.337 0.000
5652.892 78.337 0.000
5653.142 78.337 0.000
5653.392 78.337 0.000
5653.642 78.337 0.000
5653.892 78.337 0.000
5654.142 78.336 0.000
5654.392 78.336 0.000
5654.642 78.336 0.000
5654.892 78.336 0.000
5655.142 78.336 0.000
5655.392 78.336 0.000
5655.642 78.336 0.000
5655.892 78.336 0.000
5656.142 78.335 0.000
5656.392 78.335 0.000
5656.642 78.335 0.000
5656.892 78.335 0.000
5657.142 78.335 0.000
5657.392 78.335 0.000
5657.642 78.335 0.000
5657.892 78.335 0.000
5658.142 78.334 0.000
5658.392 78.334 0.000
5658.642 78.334 0.000
5658.892 78.334 0.000
5659.142 78.334 0.000
5659.392 78.334 0.000
5659.642 78.334 0.000
5659.892 78.334 0.000
5660.142 78.334 0.000
5660.392 78.333 0.000
5660.642 78.333 0.000
5660.892 78.333 0.000
5661.142 78.333 0.000
5661.392 78.333 0.000
5661.642 78.333 0.000
5661.892 78.333 0.000
5662.142 78.333 0.000
5662.392 78.332 0.000
5662.642 78.332 0.000
5662.892 78.332 0.000
5663.142 78.332 0.000
5663.392 78.332 0.000
5663.642 78.332 0.000
5663.892 78.332 0.000
5664.142 78.332 0.000
5664.392 78.331 0.000
5664.642 78.331 0.000
5664.892 78.331 0.000
5665.142 78.331 0.000
5665.392 78.331 0.000
5665.642 78.331 0.000
5665.892 78.331 0.000
5666.142 78.331 0.000
5666.392 78.331 0.000
5666.642 78.330 0.000
5666.892 78.330 0.000
5667.142 78.330 0.000
5667.392 78.330 0.000
5667.642 78.330 0.000
5667.892 78.330 0.000
5668.142 78.330 0.000
5668.392 78.330 0.000
5668.642 78.329 0.000
5668.892 78.329 0.000
5669.142 78.329 0.000
5669.392 78.329 0.000
5669.642 78.329 0.000
5669.892 78.329 0.000
5670.142 78.329 0.000
5670.392 78.329 0.000
5670.642 78.329 0.000
5670.892 78.328 0.000
5671.142 78.328 0.000
5671.392 78.328 0.000
5671.642 78.328 0.000
5671.892 78.328 0.000
5672.142 78.328 0.000
5672.392 78.328 0.000
5672.642 78.328 0.000
5672.892 78.327 0.000
5673.142 78.327 0.000
5673.392 78.327 0.000
5673.642 78.327 0.000
5673.892 78.327 0.000
5674.142 78.327 0.000
5674.392 78.327 0.000
5674.642 78.327 0.000
5674.892 78.327 0.000
5675.142 78.326 0.000
5675.392 78.326 0.000
5675.642 78.326 0.000
5675.892 78.326 0.000
5676.142 78.326 0.000
5676.392 78.326 0.000
5676.642 78.326 0.000
5676.892 78.326 0.000
5677.142 78.325 0.000
5677.392 78.325 0.000
5677.642 78.325 0.000
5677.892 78.325 0.000
5678.142 78.325 0.000
5678.392 78.325 0.000
5678.642 78.325 0.000
5678.892 78.325 0.000
5679.142 78.325 0.000
5679.392 78.324 0.000
5679.642 78.324 0.000
5679.892 78.324 0.000
5680.142 78.324 0.000
5680.392 78.324 0.000
5680.642 78.324 0.000
5680.892 78.324 0.000
5681.142 78.324 0.000
5681.392 78.324 0.000
5681.642 78.323 0.000
5681.892 78.323 0.000
5682.142 78.323 0.000
5682.392 78.323 0.000
5682.642 78.323 0.000
5682.892 78.323 0.000
5683.142 78.323 0.000
5683.392 78.323 0.000
5683.642 78.322 0.000
5683.892 78.322 0.000
5684.142 78.322 0.000
5684.392 78.322 0.000
5684.642 78.322 0.000
5684.892 78.322 0.000
5685.142 78.322 0.000
5685.392 78.322 0.000
5685.642 78.322 0.000
5685.892 78.321 0.000
5686.142 78.321 0.000
5686.392 78.321 0.000
5686.642 78.321 0.000
5686.892 78.321 0.000
5687.142 78.321 0.000
5687.392 78.321 0.000
5687.642 78.321 0.000
5687.892 78.321 0.000
5688.142 78.320 0.000
5688.392 78.320 0.000
5688.642 78.320 0.000
5688.892 78.320 0.000
5689.142 78.320 0.000
5689.392 78.320 0.000
5689.642 78.320 0.000
5689.892 78.320 0.000
5690.142 78.320 0.000
5690.392 78.319 0.000
5690.642 78.319 0.000
5690.892 78.319 0.000
5691.142 78.319 0.000
5691.392 78.319 0.000
5691.642 78.319 0.000
5691.892 78.319 0.000
5692.142 78.319 0.000
5692.392 78.319 0.000
5692.642 78.318 0.000
5692.892 78.318 0.000
5693.142 78.318 0.000
5693.392 78.318 0.000
5693.642 78.318 0.000
5693.892 78.318 0.000
5694.142 78.318 0.000
5694.392 78.318 0.000
5694.642 78.317 0.000
5694.892 78.317 0.000
5695.142 78.317 0.000
5695.392 78.317 0.000
5695.642 78.317 0.000
5695.892 78.317 0.000
5696.142 78.317 0.000
5696.392 78.317 0.000
5696.642 78.317 0.000
5696.892 78.316 0.000
5697.142 78.316 0.000
5697.392 78.316 0.000
5697.642 78.316 0.000
5697.892 78.316 0.000
5698.142 78.316 0.000
5698.392 78.316 0.000
5698.642 78.316 0.000
5698.892 78.316 0.000
5699.142 78.315 0.000
5699.392 78.315 0.000
5699.642 78.315 0.000
5699.892 78.315 0.000
5700.142 78.315 0.000
5700.392 78.315 0.000
5700.642 78.315 0.000
5700.892 78.315 0.000
5701.142 78.315 0.000
5701.392 78.314 0.000
5701.642 78.314 0.000
5701.892 78.314 0.000
5702.142 78.314 0.000
5702.392 78.314 0.000
5702.642 78.314 0.000
5702.892 78.314 0.000
5703.142 78.314 0.000
5703.392 78.314 0.000
5703.642 78.313 0.000
5703.892 78.313 0.000
5704.142 78.313 0.000
5704.392 78.313 0.000
5704.642 78.313 0.000
5704.892 78.313 0.000
5705.142 78.313 0.000
5705.392 78.313 0.000
5705.642 78.313 0.000
5705.892 78.313 0.000
5706.142 78.312 0.000
5706.392 78.312 0.000
5706.642 78.312 0.000
5706.892 78.312 0.000
5707.142 78.312 0.000
5707.392 78.312 0.000
5707.642 78.312 0.000
5707.892 78.312 0.000
5708.142 78.312 0.000
5708.392 78.311 0.000
5708.642 78.311 0.000
5708.892 78.311 0.000
5709.142 78.311 0.000
5709.392 78.311 0.000
5709.642 78.311 0.000
5709.892 78.311 0.000
5710.142 78.311 0.000
5710.392 78.311 0.000
5710.642 78.310 0.000
5710.892 78.310 0.000
5711.142 78.310 0.000
5711.392 78.310 0.000
5711.642 78.310 0.000
5711.892 78.310 0.000
5712.142 78.310 0.000
5712.392 78.310 0.000
5712.642 78.310 0.000
5712.892 78.309 0.000
5713.142 78.309 0.000
5713.392 78.309 0.000
5713.642 78.309 0.000
5713.892 78.309 0.000
5714.142 78.309 0.000
5714.392 78.309 0.000
5714.642 78.309 0.000
5714.892 78.309 0.000
5715.142 78.308 0.000
5715.392 78.308 0.000
5715.642 78.308 0.000
5715.892 78.308 0.000
5716.142 78.308 0.000
5716.392 78.308 0.000
5716.642 78.308 0.000
5716.892 78.308 0.000
5717.142 78.308 0.000
5717.392 78.308 0.000
5717.642 78.307 0.000
5717.892 78.307 0.000
5718.142 78.307 0.000
5718.392 78.307 0.000
5718.642 78.307 0.000
5718.892 78.307 0.000
5719.142 78.307 0.000
5719.392 78.307 0.000
5719.642 78.307 0.000
5719.892 78.306 0.000
5720.142 78.306 0.000
5720.392 78.306 0.000
5720.642 78.306 0.000
5720.892 78.306 0.000
5721.142 78.306 0.000
5721.392 78.306 0.000
5721.642 78.306 0.000
5721.892 78.306 0.000
5722.142 78.306 0.000
5722.392 78.305 0.000
5722.642 78.305 0.000
5722.892 78.305 0.000
5723.142 78.305 0.000
5723.392 78.305 0.000
5723.642 78.305 0.000
5723.892 78.305 0.000
5724.142 78.305 0.000
5724.392 78.305 0.000
5724.642 78.304 0.000
5724.892 78.304 0.000
5725.142 78.304 0.000
5725.392 78.304 0.000
5725.642 78.304 0.000
5725.892 78.304 0.000
5726.142 78.304 0.000
5726.392 78.304 0.000
5726.642 78.304 0.000
5726.892 78.303 0.000
5727.142 78.303 0.000
5727.392 78.303 0.000
5727.642 78.303 0.000
5727.892 78.303 0.000
5728.142 78.303 0.000
5728.392 78.303 0.000
5728.642 78.303 0.000
5728.892 78.303 0.000
5729.142 78.303 0.000
5729.392 78.302 0.000
5729.642 78.302 0.000
5729.892 78.302 0.000
5730.142 78.302 0.000
5730.392 78.302 0.000
5730.642 78.302 0.000
5730.892 78.302 0.000
5731.142 78.302 0.000
5731.392 78.302 0.000
5731.642 78.301 0.000
5731.892 78.301 0.000
5732.142 78.301 0.000
5732.392 78.301 0.000
5732.642 78.301 0.000
5732.892 78.301 0.000
5733.142 78.301 0.000
5733.392 78.301 0.000
5733.642 78.301 0.000
5733.892 78.301 0.000
5734.142 78.300 0.000
5734.392 78.300 0.000
5734.642 78.300 0.000
5734.892 78.300 0.000
5735.142 78.300 0.000
5735.392 78.300 0.000
5735.642 78.300 0.000
5735.892 78.300 0.000
5736.142 78.300 0.000
5736.392 78.300 0.000
5736.642 78.299 0.000
5736.892 78.299 0.000
5737.142 78.299 0.000
5737.392 78.299 0.000
5737.642 78.299 0.000
5737.892 78.299 0.000
5738.142 78.299 0.000
5738.392 78.299 0.000
5738.642 78.299 0.000
5738.892 78.298 0.000
5739.142 78.298 0.000
5739.392 78.298 0.000
5739.642 78.298 0.000
5739.892 78.298 0.000
5740.142 78.298 0.000
5740.392 78.298 0.000
5740.642 78.298 0.000
5740.892 78.298 0.000
5741.142 78.298 0.000
5741.392 78.297 0.000
5741.642 78.297 0.000
5741.892 78.297 0.000
5742.142 78.297 0.000
5742.392 78.297 0.000
5742.642 78.297 0.000
5742.892 78.297 0.000
5743.142 78.297 0.000
5743.392 78.297 0.000
5743.642 78.297 0.000
5743.892 78.296 0.000
5744.142 78.296 0.000
5744.392 78.296 0.000
5744.642 78.296 0.000
5744.892 78.296 0.000
5745.142 78.296 0.000
5745.392 78.296 0.000
5745.642 78.296 0.000
5745.892 78.296 0.000
5746.142 78.296 0.000
5746.392 78.295 0.000
5746.642 78.295 0.000
5746.892 78.295 0.000
5747.142 78.295 0.000
5747.392 78.295 0.000
5747.642 78.295 0.000
5747.892 78.295 0.000
5748.142 78.295 0.000
5748.392 78.295 0.000
5748.642 78.294 0.000
5748.892 78.294 0.000
5749.142 78.294 0.000
5749.392 78.294 0.000
5749.642 78.294 0.000
5749.892 78.294 0.000
5750.142 78.294 0.000
5750.392 78.294 0.000
5750.642 78.294 0.000
5750.892 78.294 0.000
5751.142 78.293 0.000
5751.392 78.293 0.000
5751.642 78.293 0.000
5751.892 78.293 0.000
5752.142 78.293 0.000
5752.392 78.293 0.000
5752.642 78.293 0.000
5752.892 78.293 0.000
5753.142 78.293 0.000
5753.392 78.293 0.000
5753.642 78.292 0.000
5753.892 78.292 0.000
5754.142 78.292 0.000
5754.392 78.292 0.000
5754.642 78.292 0.000
5754.892 78.292 0.000
5755.142 78.292 0.000
5755.392 78.292 0.000
5755.642 78.292 0.000
5755.892 78.292 0.000
5756.142 78.291 0.000
5756.392 78.291 0.000
5756.642 78.291 0.000
5756.892 78.291 0.000
5757.142 78.291 0.000
5757.392 78.291 0.000
5757.642 78.291 0.000
5757.892 78.291 0.000
5758.142 78.291 0.000
5758.392 78.291 0.000
5758.642 78.290 0.000
5758.892 78.290 0.000
5759.142 78.290 0.000
5759.392 78.290 0.000
5759.642 78.290 0.000
5759.892 78.290 0.000
5760.142 78.290 0.000
5760.392 78.290 0.000
5760.642 78.290 0.000
5760.892 78.290 0.000
5761.142 78.289 0.000
5761.392 78.289 0.000
5761.642 78.289 0.000
5761.892 78.289 0.000
5762.142 78.289 0.000
5762.392 78.289 0.000
5762.642 78.289 0.000
5762.892 78.289 0.000
5763.142 78.289 0.000
5763.392 78.289 0.000
5763.642 78.288 0.000
5763.892 78.288 0.000
5764.142 78.288 0.000
5764.392 78.288 0.000
5764.642 78.288 0.000
5764.892 78.288 0.000
5765.142 78.288 0.000
5765.392 78.288 0.000
5765.642 78.288 0.000
5765.892 78.288 0.000
5766.142 78.287 0.000
5766.392 78.287 0.000
5766.642 78.287 0.000
5766.892 78.287 0.000
5767.142 78.287 0.000
5767.392 78.287 0.000
5767.642 78.287 0.000
5767.892 78.287 0.000
5768.142 78.287 0.000
5768.392 78.287 0.000
5768.642 78.286 0.000
5768.892 78.286 0.000
5769.142 78.286 0.000
5769.392 78.286 0.000
5769.642 78.286 0.000
5769.892 78.286 0.000
5770.142 78.286 0.000
5770.392 78.286 0.000
5770.642 78.286 0.000
5770.892 78.286 0.000
5771.142 78.285 0.000
5771.392 78.285 0.000
5771.642 78.285 0.000
5771.892 78.285 0.000
5772.142 78.285 0.000
5772.392 78.285 0.000
5772.642 78.285 0.000
5772.892 78.285 0.000
5773.142 78.285 0.000
5773.392 78.285 0.000
5773.642 78.284 0.000
5773.892 78.284 0.000
5774.142 78.284 0.000
5774.392 78.284 0.000
5774.642 78.284 0.000
5774.892 78.284 0.000
5775.142 78.284 0.000
5775.392 78.284 0.000
5775.642 78.284 0.000
5775.892 78.284 0.000
5776.142 78.283 0.000
5776.392 78.283 0.000
5776.642 78.283 0.000
5776.892 78.283 0.000
5777.142 78.283 0.000
5777.392 78.283 0.000
5777.642 78.283 0.000
5777.892 78.283 0.000
5778.142 78.283 0.000
5778.392 78.283 0.000
5778.642 78.283 0.000
5778.892 78.282 0.000
5779.142 78.282 0.000
5779.392 78.282 0.000
5779.642 78.282 0.000
5779.892 78.282 0.000
5780.142 78.282 0.000
5780.392 78.282 0.000
5780.642 78.282 0.000
5780.892 78.282 0.000
5781.142 78.282 0.000
5781.392 78.281 0.000
5781.642 78.281 0.000
5781.892 78.281 0.000
5782.142 78.281 0.000
5782.392 78.281 0.000
5782.642 78.281 0.000
5782.892 78.281 0.000
5783.142 78.281 0.000
5783.392 78.281 0.000
5783.642 78.281 0.000
5783.892 78.280 0.000
5784.142 78.280 0.000
5784.392 78.280 0.000
5784.642 78.280 0.000
5784.892 78.280 0.000
5785.142 78.280 0.000
5785.392 78.280 0.000
5785.642 78.280 0.000
5785.892 78.280 0.000
5786.142 78.280 0.000
5786.392 78.279 0.000
5786.642 78.279 0.000
5786.892 78.279 0.000
5787.142 78.279 0.000
5787.392 78.279 0.000
5787.642 78.279 0.000
5787.892 78.279 0.000
5788.142 78.279 0.000
5788.392 78.279 0.000
5788.642 78.279 0.000
5788.892 78.279 0.000
5789.142 78.278 0.000
5789.392 78.278 0.000
5789.642 78.278 0.000
5789.892 78.278 0.000
5790.142 78.278 0.000
5790.392 78.278 0.000
5790.642 78.278 0.000
5790.892 78.278 0.000
5791.142 78.278 0.000
5791.392 78.278 0.000
5791.642 78.277 0.000
5791.892 78.277 0.000
5792.142 78.277 0.000
5792.392 78.277 0.000
5792.642 78.277 0.000
5792.892 78.277 0.000
5793.142 78.277 0.000
5793.392 78.277 0.000
5793.642 78.277 0.000
5793.892 78.277 0.000
5794.142 78.276 0.000
5794.392 78.276 0.000
5794.642 78.276 0.000
5794.892 78.276 0.000
5795.142 78.276 0.000
5795.392 78.276 0.000
5795.642 78.276 0.000
5795.892 78.276 0.000
5796.142 78.276 0.000
5796.392 78.276 0.000
5796.642 78.276 0.000
5796.892 78.275 0.000
5797.142 78.275 0.000
5797.392 78.275 0.000
5797.642 78.275 0.000
5797.892 78.275 0.000
5798.142 78.275 0.000
5798.392 78.275 0.000
5798.642 78.275 0.000
5798.892 78.275 0.000
5799.142 78.275 0.000
5799.392 78.274 0.000
5799.642 78.274 0.000
5799.892 78.274 0.000
5800.142 78.274 0.000
5800.392 78.274 0.000
5800.642 78.274 0.000
5800.892 78.274 0.000
5801.142 78.274 0.000
5801.392 78.274 0.000
5801.642 78.274 0.000
5801.892 78.274 0.000
5802.142 78.273 0.000
5802.392 78.273 0.000
5802.642 78.273 0.000
5802.892 78.273 0.000
5803.142 78.273 0.000
5803.392 78.273 0.000
5803.642 78.273 0.000
5803.892 78.273 0.000
5804.142 78.273 0.000
5804.392 78.273 0.000
5804.642 78.272 0.000
5804.892 78.272 0.000
5805.142 78.272 0.000
5805.392 78.272 0.000
5805.642 78.272 0.000
5805.892 78.272 0.000
5806.142 78.272 0.000
5806.392 78.272 0.000
5806.642 78.272 0.000
5806.892 78.272 0.000
5807.142 78.271 0.000
5807.392 78.271 0.000
5807.642 78.271 0.000
5807.892 78.271 0.000
5808.142 78.271 0.000
5808.392 78.271 0.000
5808.642 78.271 0.000
5808.892 78.271 0.000
5809.142 78.271 0.000
5809.392 78.271 0.000
5809.642 78.271 0.000
5809.892 78.270 0.000
5810.142 78.270 0.000
5810.392 78.270 0.000
5810.642 78.270 0.000
5810.892 78.270 0.000
5811.142 78.270 0.000
5811.392 78.270 0.000
5811.642 78.270 0.000
5811.892 78.270 0.000
5812.142 78.270 0.000
5812.392 78.269 0.000
5812.642 78.269 0.000
5812.892 78.269 0.000
5813.142 78.269 0.000
5813.392 78.269 0.000
5813.642 78.269 0.000
5813.892 78.269 0.000
5814.142 78.269 0.000
5814.392 78.269 0.000
5814.642 78.269 0.000
5814.892 78.269 0.000
5815.142 78.268 0.000
5815.392 78.268 0.000
5815.642 78.268 0.000
5815.892 78.268 0.000
5816.142 78.268 0.000
5816.392 78.268 0.000
5816.642 78.268 0.000
5816.892 78.268 0.000
5817.142 78.268 0.000
5817.392 78.268 0.000
5817.642 78.267 0.000
5817.892 78.267 0.000
5818.142 78.267 0.000
5818.392 78.267 0.000
5818.642 78.267 0.000
5818.892 78.267 0.000
5819.142 78.267 0.000
5819.392 78.267 0.000
5819.642 78.267 0.000
5819.892 78.267 0.000
5820.142 78.267 0.000
5820.392 78.266 0.000
5820.642 78.266 0.000
5820.892 78.266 0.000
5821.142 78.266 0.000
5821.392 78.266 0.000
5821.642 78.266 0.000
5821.892 78.266 0.000
5822.142 78.266 0.000
5822.392 78.266 0.000
5822.642 78.266 0.000
5822.892 78.265 0.000
5823.142 78.265 0.000
5823.392 78.265 0.000
5823.642 78.265 0.000
5823.892 78.265 0.000
5824.142 78.265 0.000
5824.392 78.265 0.000
5824.642 78.265 0.000
5824.892 78.265 0.000
5825.142 78.265 0.000
5825.392 78.265 0.000
5825.642 78.264 0.000
5825.892 78.264 0.000
5826.142 78.264 0.000
5826.392 78.264 0.000
5826.642 78.264 0.000
5826.892 78.264 0.000
5827.142 78.264 0.000
5827.392 78.264 0.000
5827.642 78.264 0.000
5827.892 78.264 0.000
5828.142 78.264 0.000
5828.392 78.263 0.000
5828.642 78.263 0.000
5828.892 78.263 0.000
5829.142 78.263 0.000
5829.392 78.263 0.000
5829.642 78.263 0.000
5829.892 78.263 0.000
5830.142 78.263 0.000
5830.392 78.263 0.000
5830.642 78.263 0.000
5830.892 78.262 0.000
5831.142 78.262 0.000
5831.392 78.262 0.000
5831.642 78.262 0.000
5831.892 78.262 0.000
5832.142 78.262 0.000
5832.392 78.262 0.000
5832.642 78.262 0.000
5832.892 78.262 0.000
5833.142 78.262 0.000
5833.392 78.262 0.000
5833.642 78.261 0.000
5833.892 78.261 0.000
5834.142 78.261 0.000
5834.392 78.261 0.000
5834.642 78.261 0.000
5834.892 78.261 0.000
5835.142 78.261 0.000
5835.392 78.261 0.000
5835.642 78.261 0.000
5835.892 78.261 0.000
5836.142 78.260 0.000
5836.392 78.260 0.000
5836.642 78.260 0.000
5836.892 78.260 0.000
5837.142 78.260 0.000
5837.392 78.260 0.000
5837.642 78.260 0.000
5837.892 78.260 0.000
5838.142 78.260 0.000
5838.392 78.260 0.000
5838.642 78.260 0.000
5838.892 78.259 0.000
5839.142 78.259 0.000
5839.392 78.259 0.000
5839.642 78.259 0.000
5839.892 78.259 0.000
5840.142 78.259 0.000
5840.392 78.259 0.000
5840.642 78.259 0.000
5840.892 78.259 0.000
5841.142 78.259 0.000
5841.392 78.258 0.000
5841.642 78.258 0.000
5841.892 78.258 0.000
5842.142 78.258 0.000
5842.392 78.258 0.000
5842.642 78.258 0.000
5842.892 78.258 0.000
5843.142 78.258 0.000
5843.392 78.258 0.000
5843.642 78.258 0.000
5843.892 78.258 0.000
5844.142 78.257 0.000
5844.392 78.257 0.000
5844.642 78.257 0.000
5844.892 78.257 0.000
5845.142 78.257 0.000
5845.392 78.257 0.000
5845.642 78.257 0.000
5845.892 78.257 0.000
5846.142 78.257 0.000
5846.392 78.257 0.000
5846.642 78.257 0.000
5846.892 78.256 0.000
5847.142 78.256 0.000
5847.392 78.256 0.000
5847.642 78.256 0.000
5847.892 78.256 0.000
5848.142 78.256 0.000
5848.392 78.256 0.000
5848.642 78.256 0.000
5848.892 78.256 0.000
5849.142 78.256 0.000
5849.392 78.255 0.000
5849.642 78.255 0.000
5849.892 78.255 0.000
5850.142 78.255 0.000
5850.392 78.255 0.000
5850.642 78.255 0.000
5850.892 78.255 0.000
5851.142 78.255 0.000
5851.392 78.255 0.000
5851.642 78.255 0.000
5851.892 78.255 0.000
5852.142 78.254 0.000
5852.392 78.254 0.000
5852.642 78.254 0.000
5852.892 78.254 0.000
5853.142 78.254 0.000
5853.392 78.254 0.000
5853.642 78.254 0.000
5853.892 78.254 0.000
5854.142 78.254 0.000
5854.392 78.254 0.000
5854.642 78.253 0.000
5854.892 78.253 0.000
5855.142 78.253 0.000
5855.392 78.253 0.000
5855.642 78.253 0.000
5855.892 78.253 0.000
5856.142 78.253 0.000
5856.392 78.253 0.000
5856.642 78.253 0.000
5856.892 78.253 0.000
5857.142 78.253 0.000
5857.392 78.252 0.000
5857.642 78.252 0.000
5857.892 78.252 0.000
5858.142 78.252 0.000
5858.392 78.252 0.000
5858.642 78.252 0.000
5858.892 78.252 0.000
5859.142 78.252 0.000
5859.392 78.252 0.000
5859.642 78.252 0.000
5859.892 78.251 0.000
5860.142 78.251 0.000
5860.392 78.251 0.000
5860.642 78.251 0.000
5860.892 78.251 0.000
5861.142 78.251 0.000
5861.392 78.251 0.000
5861.642 78.251 0.000
5861.892 78.251 0.000
5862.142 78.251 0.000
5862.392 78.251 0.000
5862.642 78.250 0.000
5862.892 78.250 0.000
5863.142 78.250 0.000
5863.392 78.250 0.000
5863.642 78.250 0.000
5863.892 78.250 0.000
5864.142 78.250 0.000
5864.392 78.250 0.000
5864.642 78.250 0.000
5864.892 78.250 0.000
5865.142 78.249 0.000
5865.392 78.249 0.000
5865.642 78.249 0.000
5865.892 78.249 0.000
5866.142 78.249 0.000
5866.392 78.249 0.000
5866.642 78.249 0.000
5866.892 78.249 0.000
5867.142 78.249 0.000
5867.392 78.249 0.000
5867.642 78.249 0.000
5867.892 78.248 0.000
5868.142 78.248 0.000
5868.392 78.248 0.000
5868.642 78.248 0.000
5868.892 78.248 0.000
5869.142 78.248 0.000
5869.392 78.248 0.000
5869.642 78.248 0.000
5869.892 78.248 0.000
5870.142 78.248 0.000
5870.392 78.247 0.000
5870.642 78.247 0.000
5870.892 78.247 0.000
5871.142 78.247 0.000
5871.392 78.247 0.000
5871.642 78.247 0.000
5871.892 78.247 0.000
5872.142 78.247 0.000
5872.392 78.247 0.000
5872.642 78.247 0.000
5872.892 78.247 0.000
5873.142 78.246 0.000
5873.392 78.246 0.000
