* Measurement data measured by REW V5.19
* Source: /mnt/tmp/Users/Niklas/Desktop/KITCHEN NO SMOOTH.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 5, 2019 5:31:34 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 80.0 dB
* Note: Measurement imported from /mnt/tmp/Users/Niklas/Desktop/KITCHEN NO SMOOTH.txt Format: Comma/Tab/Space delimited data 60155 values loaded, 20 Hz to 22,049 Hz
* Measurement: KITCHEN NO SMOOTH.tx
* Smoothing: Variable
* Frequency Step: 0.25 Hz
* Start Frequency: 20.142 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
14003.642 76.116 0.000
14003.892 76.116 0.000
14004.142 76.116 0.000
14004.392 76.115 0.000
14004.642 76.115 0.000
14004.892 76.115 0.000
14005.142 76.115 0.000
14005.392 76.114 0.000
14005.642 76.114 0.000
14005.892 76.114 0.000
14006.142 76.114 0.000
14006.392 76.113 0.000
14006.642 76.113 0.000
14006.892 76.113 0.000
14007.142 76.113 0.000
14007.392 76.112 0.000
14007.642 76.112 0.000
14007.892 76.112 0.000
14008.142 76.112 0.000
14008.392 76.111 0.000
14008.642 76.111 0.000
14008.892 76.111 0.000
14009.142 76.111 0.000
14009.392 76.110 0.000
14009.642 76.110 0.000
14009.892 76.110 0.000
14010.142 76.110 0.000
14010.392 76.109 0.000
14010.642 76.109 0.000
14010.892 76.109 0.000
14011.142 76.108 0.000
14011.392 76.108 0.000
14011.642 76.108 0.000
14011.892 76.108 0.000
14012.142 76.107 0.000
14012.392 76.107 0.000
14012.642 76.107 0.000
14012.892 76.107 0.000
14013.142 76.106 0.000
14013.392 76.106 0.000
14013.642 76.106 0.000
14013.892 76.106 0.000
14014.142 76.105 0.000
14014.392 76.105 0.000
14014.642 76.105 0.000
14014.892 76.105 0.000
14015.142 76.104 0.000
14015.392 76.104 0.000
14015.642 76.104 0.000
14015.892 76.104 0.000
14016.142 76.103 0.000
14016.392 76.103 0.000
14016.642 76.103 0.000
14016.892 76.103 0.000
14017.142 76.102 0.000
14017.392 76.102 0.000
14017.642 76.102 0.000
14017.892 76.102 0.000
14018.142 76.101 0.000
14018.392 76.101 0.000
14018.642 76.101 0.000
14018.892 76.100 0.000
14019.142 76.100 0.000
14019.392 76.100 0.000
14019.642 76.100 0.000
14019.892 76.099 0.000
14020.142 76.099 0.000
14020.392 76.099 0.000
14020.642 76.099 0.000
14020.892 76.098 0.000
14021.142 76.098 0.000
14021.392 76.098 0.000
14021.642 76.098 0.000
14021.892 76.097 0.000
14022.142 76.097 0.000
14022.392 76.097 0.000
14022.642 76.097 0.000
14022.892 76.096 0.000
14023.142 76.096 0.000
14023.392 76.096 0.000
14023.642 76.096 0.000
14023.892 76.095 0.000
14024.142 76.095 0.000
14024.392 76.095 0.000
14024.642 76.095 0.000
14024.892 76.094 0.000
14025.142 76.094 0.000
14025.392 76.094 0.000
14025.642 76.093 0.000
14025.892 76.093 0.000
14026.142 76.093 0.000
14026.392 76.093 0.000
14026.642 76.092 0.000
14026.892 76.092 0.000
14027.142 76.092 0.000
14027.392 76.092 0.000
14027.642 76.091 0.000
14027.892 76.091 0.000
14028.142 76.091 0.000
14028.392 76.091 0.000
14028.642 76.090 0.000
14028.892 76.090 0.000
14029.142 76.090 0.000
14029.392 76.090 0.000
14029.642 76.089 0.000
14029.892 76.089 0.000
14030.142 76.089 0.000
14030.392 76.089 0.000
14030.642 76.088 0.000
14030.892 76.088 0.000
14031.142 76.088 0.000
14031.392 76.088 0.000
14031.642 76.087 0.000
14031.892 76.087 0.000
14032.142 76.087 0.000
14032.392 76.086 0.000
14032.642 76.086 0.000
14032.892 76.086 0.000
14033.142 76.086 0.000
14033.392 76.085 0.000
14033.642 76.085 0.000
14033.892 76.085 0.000
14034.142 76.085 0.000
14034.392 76.084 0.000
14034.642 76.084 0.000
14034.892 76.084 0.000
14035.142 76.084 0.000
14035.392 76.083 0.000
14035.642 76.083 0.000
14035.892 76.083 0.000
14036.142 76.083 0.000
14036.392 76.082 0.000
14036.642 76.082 0.000
14036.892 76.082 0.000
14037.142 76.082 0.000
14037.392 76.081 0.000
14037.642 76.081 0.000
14037.892 76.081 0.000
14038.142 76.080 0.000
14038.392 76.080 0.000
14038.642 76.080 0.000
14038.892 76.080 0.000
14039.142 76.079 0.000
14039.392 76.079 0.000
14039.642 76.079 0.000
14039.892 76.079 0.000
14040.142 76.078 0.000
14040.392 76.078 0.000
14040.642 76.078 0.000
14040.892 76.078 0.000
14041.142 76.077 0.000
14041.392 76.077 0.000
14041.642 76.077 0.000
14041.892 76.077 0.000
14042.142 76.076 0.000
14042.392 76.076 0.000
14042.642 76.076 0.000
14042.892 76.076 0.000
14043.142 76.075 0.000
14043.392 76.075 0.000
14043.642 76.075 0.000
14043.892 76.074 0.000
14044.142 76.074 0.000
14044.392 76.074 0.000
14044.642 76.074 0.000
14044.892 76.073 0.000
14045.142 76.073 0.000
14045.392 76.073 0.000
14045.642 76.073 0.000
14045.892 76.072 0.000
14046.142 76.072 0.000
14046.392 76.072 0.000
14046.642 76.072 0.000
14046.892 76.071 0.000
14047.142 76.071 0.000
14047.392 76.071 0.000
14047.642 76.071 0.000
14047.892 76.070 0.000
14048.142 76.070 0.000
14048.392 76.070 0.000
14048.642 76.070 0.000
14048.892 76.069 0.000
14049.142 76.069 0.000
14049.392 76.069 0.000
14049.642 76.068 0.000
14049.892 76.068 0.000
14050.142 76.068 0.000
14050.392 76.068 0.000
14050.642 76.067 0.000
14050.892 76.067 0.000
14051.142 76.067 0.000
14051.392 76.067 0.000
14051.642 76.066 0.000
14051.892 76.066 0.000
14052.142 76.066 0.000
14052.392 76.066 0.000
14052.642 76.065 0.000
14052.892 76.065 0.000
14053.142 76.065 0.000
14053.392 76.065 0.000
14053.642 76.064 0.000
14053.892 76.064 0.000
14054.142 76.064 0.000
14054.392 76.064 0.000
14054.642 76.063 0.000
14054.892 76.063 0.000
14055.142 76.063 0.000
14055.392 76.062 0.000
14055.642 76.062 0.000
14055.892 76.062 0.000
14056.142 76.062 0.000
14056.392 76.061 0.000
14056.642 76.061 0.000
14056.892 76.061 0.000
14057.142 76.061 0.000
14057.392 76.060 0.000
14057.642 76.060 0.000
14057.892 76.060 0.000
14058.142 76.060 0.000
14058.392 76.059 0.000
14058.642 76.059 0.000
14058.892 76.059 0.000
14059.142 76.059 0.000
14059.392 76.058 0.000
14059.642 76.058 0.000
14059.892 76.058 0.000
14060.142 76.057 0.000
14060.392 76.057 0.000
14060.642 76.057 0.000
14060.892 76.057 0.000
14061.142 76.056 0.000
14061.392 76.056 0.000
14061.642 76.056 0.000
14061.892 76.056 0.000
14062.142 76.055 0.000
14062.392 76.055 0.000
14062.642 76.055 0.000
14062.892 76.055 0.000
14063.142 76.054 0.000
14063.392 76.054 0.000
14063.642 76.054 0.000
14063.892 76.054 0.000
14064.142 76.053 0.000
14064.392 76.053 0.000
14064.642 76.053 0.000
14064.892 76.052 0.000
14065.142 76.052 0.000
14065.392 76.052 0.000
14065.642 76.052 0.000
14065.892 76.051 0.000
14066.142 76.051 0.000
14066.392 76.051 0.000
14066.642 76.051 0.000
14066.892 76.050 0.000
14067.142 76.050 0.000
14067.392 76.050 0.000
14067.642 76.050 0.000
14067.892 76.049 0.000
14068.142 76.049 0.000
14068.392 76.049 0.000
14068.642 76.049 0.000
14068.892 76.048 0.000
14069.142 76.048 0.000
14069.392 76.048 0.000
14069.642 76.047 0.000
14069.892 76.047 0.000
14070.142 76.047 0.000
14070.392 76.047 0.000
14070.642 76.046 0.000
14070.892 76.046 0.000
14071.142 76.046 0.000
14071.392 76.046 0.000
14071.642 76.045 0.000
14071.892 76.045 0.000
14072.142 76.045 0.000
14072.392 76.045 0.000
14072.642 76.044 0.000
14072.892 76.044 0.000
14073.142 76.044 0.000
14073.392 76.043 0.000
14073.642 76.043 0.000
14073.892 76.043 0.000
14074.142 76.043 0.000
14074.392 76.042 0.000
14074.642 76.042 0.000
14074.892 76.042 0.000
14075.142 76.042 0.000
14075.392 76.041 0.000
14075.642 76.041 0.000
14075.892 76.041 0.000
14076.142 76.041 0.000
14076.392 76.040 0.000
14076.642 76.040 0.000
14076.892 76.040 0.000
14077.142 76.040 0.000
14077.392 76.039 0.000
14077.642 76.039 0.000
14077.892 76.039 0.000
14078.142 76.038 0.000
14078.392 76.038 0.000
14078.642 76.038 0.000
14078.892 76.038 0.000
14079.142 76.037 0.000
14079.392 76.037 0.000
14079.642 76.037 0.000
14079.892 76.037 0.000
14080.142 76.036 0.000
14080.392 76.036 0.000
14080.642 76.036 0.000
14080.892 76.036 0.000
14081.142 76.035 0.000
14081.392 76.035 0.000
14081.642 76.035 0.000
14081.892 76.034 0.000
14082.142 76.034 0.000
14082.392 76.034 0.000
14082.642 76.034 0.000
14082.892 76.033 0.000
14083.142 76.033 0.000
14083.392 76.033 0.000
14083.642 76.033 0.000
14083.892 76.032 0.000
14084.142 76.032 0.000
14084.392 76.032 0.000
14084.642 76.032 0.000
14084.892 76.031 0.000
14085.142 76.031 0.000
14085.392 76.031 0.000
14085.642 76.031 0.000
14085.892 76.030 0.000
14086.142 76.030 0.000
14086.392 76.030 0.000
14086.642 76.029 0.000
14086.892 76.029 0.000
14087.142 76.029 0.000
14087.392 76.029 0.000
14087.642 76.028 0.000
14087.892 76.028 0.000
14088.142 76.028 0.000
14088.392 76.028 0.000
14088.642 76.027 0.000
14088.892 76.027 0.000
14089.142 76.027 0.000
14089.392 76.027 0.000
14089.642 76.026 0.000
14089.892 76.026 0.000
14090.142 76.026 0.000
14090.392 76.025 0.000
14090.642 76.025 0.000
14090.892 76.025 0.000
14091.142 76.025 0.000
14091.392 76.024 0.000
14091.642 76.024 0.000
14091.892 76.024 0.000
14092.142 76.024 0.000
14092.392 76.023 0.000
14092.642 76.023 0.000
14092.892 76.023 0.000
14093.142 76.023 0.000
14093.392 76.022 0.000
14093.642 76.022 0.000
14093.892 76.022 0.000
14094.142 76.021 0.000
14094.392 76.021 0.000
14094.642 76.021 0.000
14094.892 76.021 0.000
14095.142 76.020 0.000
14095.392 76.020 0.000
14095.642 76.020 0.000
14095.892 76.020 0.000
14096.142 76.019 0.000
14096.392 76.019 0.000
14096.642 76.019 0.000
14096.892 76.019 0.000
14097.142 76.018 0.000
14097.392 76.018 0.000
14097.642 76.018 0.000
14097.892 76.017 0.000
14098.142 76.017 0.000
14098.392 76.017 0.000
14098.642 76.017 0.000
14098.892 76.016 0.000
14099.142 76.016 0.000
14099.392 76.016 0.000
14099.642 76.016 0.000
14099.892 76.015 0.000
14100.142 76.015 0.000
14100.392 76.015 0.000
14100.642 76.015 0.000
14100.892 76.014 0.000
14101.142 76.014 0.000
14101.392 76.014 0.000
14101.642 76.013 0.000
14101.892 76.013 0.000
14102.142 76.013 0.000
14102.392 76.013 0.000
14102.642 76.012 0.000
14102.892 76.012 0.000
14103.142 76.012 0.000
14103.392 76.012 0.000
14103.642 76.011 0.000
14103.892 76.011 0.000
14104.142 76.011 0.000
14104.392 76.010 0.000
14104.642 76.010 0.000
14104.892 76.010 0.000
14105.142 76.010 0.000
14105.392 76.009 0.000
14105.642 76.009 0.000
14105.892 76.009 0.000
14106.142 76.009 0.000
14106.392 76.008 0.000
14106.642 76.008 0.000
14106.892 76.008 0.000
14107.142 76.008 0.000
14107.392 76.007 0.000
14107.642 76.007 0.000
14107.892 76.007 0.000
14108.142 76.006 0.000
14108.392 76.006 0.000
14108.642 76.006 0.000
14108.892 76.006 0.000
14109.142 76.005 0.000
14109.392 76.005 0.000
14109.642 76.005 0.000
14109.892 76.005 0.000
14110.142 76.004 0.000
14110.392 76.004 0.000
14110.642 76.004 0.000
14110.892 76.004 0.000
14111.142 76.003 0.000
14111.392 76.003 0.000
14111.642 76.003 0.000
14111.892 76.002 0.000
14112.142 76.002 0.000
14112.392 76.002 0.000
14112.642 76.002 0.000
14112.892 76.001 0.000
14113.142 76.001 0.000
14113.392 76.001 0.000
14113.642 76.001 0.000
14113.892 76.000 0.000
14114.142 76.000 0.000
14114.392 76.000 0.000
14114.642 75.999 0.000
14114.892 75.999 0.000
14115.142 75.999 0.000
14115.392 75.999 0.000
14115.642 75.998 0.000
14115.892 75.998 0.000
14116.142 75.998 0.000
14116.392 75.998 0.000
14116.642 75.997 0.000
14116.892 75.997 0.000
14117.142 75.997 0.000
14117.392 75.997 0.000
14117.642 75.996 0.000
14117.892 75.996 0.000
14118.142 75.996 0.000
14118.392 75.995 0.000
14118.642 75.995 0.000
14118.892 75.995 0.000
14119.142 75.995 0.000
14119.392 75.994 0.000
14119.642 75.994 0.000
14119.892 75.994 0.000
14120.142 75.994 0.000
14120.392 75.993 0.000
14120.642 75.993 0.000
14120.892 75.993 0.000
14121.142 75.992 0.000
14121.392 75.992 0.000
14121.642 75.992 0.000
14121.892 75.992 0.000
14122.142 75.991 0.000
14122.392 75.991 0.000
14122.642 75.991 0.000
14122.892 75.991 0.000
14123.142 75.990 0.000
14123.392 75.990 0.000
14123.642 75.990 0.000
14123.892 75.990 0.000
14124.142 75.989 0.000
14124.392 75.989 0.000
14124.642 75.989 0.000
14124.892 75.988 0.000
14125.142 75.988 0.000
14125.392 75.988 0.000
14125.642 75.988 0.000
14125.892 75.987 0.000
14126.142 75.987 0.000
14126.392 75.987 0.000
14126.642 75.987 0.000
14126.892 75.986 0.000
14127.142 75.986 0.000
14127.392 75.986 0.000
14127.642 75.985 0.000
14127.892 75.985 0.000
14128.142 75.985 0.000
14128.392 75.985 0.000
14128.642 75.984 0.000
14128.892 75.984 0.000
14129.142 75.984 0.000
14129.392 75.984 0.000
14129.642 75.983 0.000
14129.892 75.983 0.000
14130.142 75.983 0.000
14130.392 75.982 0.000
14130.642 75.982 0.000
14130.892 75.982 0.000
14131.142 75.982 0.000
14131.392 75.981 0.000
14131.642 75.981 0.000
14131.892 75.981 0.000
14132.142 75.981 0.000
14132.392 75.980 0.000
14132.642 75.980 0.000
14132.892 75.980 0.000
14133.142 75.980 0.000
14133.392 75.979 0.000
14133.642 75.979 0.000
14133.892 75.979 0.000
14134.142 75.978 0.000
14134.392 75.978 0.000
14134.642 75.978 0.000
14134.892 75.978 0.000
14135.142 75.977 0.000
14135.392 75.977 0.000
14135.642 75.977 0.000
14135.892 75.977 0.000
14136.142 75.976 0.000
14136.392 75.976 0.000
14136.642 75.976 0.000
14136.892 75.975 0.000
14137.142 75.975 0.000
14137.392 75.975 0.000
14137.642 75.975 0.000
14137.892 75.974 0.000
14138.142 75.974 0.000
14138.392 75.974 0.000
14138.642 75.974 0.000
14138.892 75.973 0.000
14139.142 75.973 0.000
14139.392 75.973 0.000
14139.642 75.972 0.000
14139.892 75.972 0.000
14140.142 75.972 0.000
14140.392 75.972 0.000
14140.642 75.971 0.000
14140.892 75.971 0.000
14141.142 75.971 0.000
14141.392 75.971 0.000
14141.642 75.970 0.000
14141.892 75.970 0.000
14142.142 75.970 0.000
14142.392 75.969 0.000
14142.642 75.969 0.000
14142.892 75.969 0.000
14143.142 75.969 0.000
14143.392 75.968 0.000
14143.642 75.968 0.000
14143.892 75.968 0.000
14144.142 75.968 0.000
14144.392 75.967 0.000
14144.642 75.967 0.000
14144.892 75.967 0.000
14145.142 75.966 0.000
14145.392 75.966 0.000
14145.642 75.966 0.000
14145.892 75.966 0.000
14146.142 75.965 0.000
14146.392 75.965 0.000
14146.642 75.965 0.000
14146.892 75.965 0.000
14147.142 75.964 0.000
14147.392 75.964 0.000
14147.642 75.964 0.000
14147.892 75.963 0.000
14148.142 75.963 0.000
14148.392 75.963 0.000
14148.642 75.963 0.000
14148.892 75.962 0.000
14149.142 75.962 0.000
14149.392 75.962 0.000
14149.642 75.962 0.000
14149.892 75.961 0.000
14150.142 75.961 0.000
14150.392 75.961 0.000
14150.642 75.960 0.000
14150.892 75.960 0.000
14151.142 75.960 0.000
14151.392 75.960 0.000
14151.642 75.959 0.000
14151.892 75.959 0.000
14152.142 75.959 0.000
14152.392 75.959 0.000
14152.642 75.958 0.000
14152.892 75.958 0.000
14153.142 75.958 0.000
14153.392 75.957 0.000
14153.642 75.957 0.000
14153.892 75.957 0.000
14154.142 75.957 0.000
14154.392 75.956 0.000
14154.642 75.956 0.000
14154.892 75.956 0.000
14155.142 75.956 0.000
14155.392 75.955 0.000
14155.642 75.955 0.000
14155.892 75.955 0.000
14156.142 75.954 0.000
14156.392 75.954 0.000
14156.642 75.954 0.000
14156.892 75.954 0.000
14157.142 75.953 0.000
14157.392 75.953 0.000
14157.642 75.953 0.000
14157.892 75.953 0.000
14158.142 75.952 0.000
14158.392 75.952 0.000
14158.642 75.952 0.000
14158.892 75.951 0.000
14159.142 75.951 0.000
14159.392 75.951 0.000
14159.642 75.951 0.000
14159.892 75.950 0.000
14160.142 75.950 0.000
14160.392 75.950 0.000
14160.642 75.950 0.000
14160.892 75.949 0.000
14161.142 75.949 0.000
14161.392 75.949 0.000
14161.642 75.948 0.000
14161.892 75.948 0.000
14162.142 75.948 0.000
14162.392 75.948 0.000
14162.642 75.947 0.000
14162.892 75.947 0.000
14163.142 75.947 0.000
14163.392 75.947 0.000
14163.642 75.946 0.000
14163.892 75.946 0.000
14164.142 75.946 0.000
14164.392 75.945 0.000
14164.642 75.945 0.000
14164.892 75.945 0.000
14165.142 75.945 0.000
14165.392 75.944 0.000
14165.642 75.944 0.000
14165.892 75.944 0.000
14166.142 75.943 0.000
14166.392 75.943 0.000
14166.642 75.943 0.000
14166.892 75.943 0.000
14167.142 75.942 0.000
14167.392 75.942 0.000
14167.642 75.942 0.000
14167.892 75.942 0.000
14168.142 75.941 0.000
14168.392 75.941 0.000
14168.642 75.941 0.000
14168.892 75.940 0.000
14169.142 75.940 0.000
14169.392 75.940 0.000
14169.642 75.940 0.000
14169.892 75.939 0.000
14170.142 75.939 0.000
14170.392 75.939 0.000
14170.642 75.939 0.000
14170.892 75.938 0.000
14171.142 75.938 0.000
14171.392 75.938 0.000
14171.642 75.937 0.000
14171.892 75.937 0.000
14172.142 75.937 0.000
14172.392 75.937 0.000
14172.642 75.936 0.000
14172.892 75.936 0.000
14173.142 75.936 0.000
14173.392 75.936 0.000
14173.642 75.935 0.000
14173.892 75.935 0.000
14174.142 75.935 0.000
14174.392 75.934 0.000
14174.642 75.934 0.000
14174.892 75.934 0.000
14175.142 75.934 0.000
14175.392 75.933 0.000
14175.642 75.933 0.000
14175.892 75.933 0.000
14176.142 75.932 0.000
14176.392 75.932 0.000
14176.642 75.932 0.000
14176.892 75.932 0.000
14177.142 75.931 0.000
14177.392 75.931 0.000
14177.642 75.931 0.000
14177.892 75.931 0.000
14178.142 75.930 0.000
14178.392 75.930 0.000
14178.642 75.930 0.000
14178.892 75.929 0.000
14179.142 75.929 0.000
14179.392 75.929 0.000
14179.642 75.929 0.000
14179.892 75.928 0.000
14180.142 75.928 0.000
14180.392 75.928 0.000
14180.642 75.928 0.000
14180.892 75.927 0.000
14181.142 75.927 0.000
14181.392 75.927 0.000
14181.642 75.926 0.000
14181.892 75.926 0.000
14182.142 75.926 0.000
14182.392 75.926 0.000
14182.642 75.925 0.000
14182.892 75.925 0.000
14183.142 75.925 0.000
14183.392 75.924 0.000
14183.642 75.924 0.000
14183.892 75.924 0.000
14184.142 75.924 0.000
14184.392 75.923 0.000
14184.642 75.923 0.000
14184.892 75.923 0.000
14185.142 75.923 0.000
14185.392 75.922 0.000
14185.642 75.922 0.000
14185.892 75.922 0.000
14186.142 75.921 0.000
14186.392 75.921 0.000
14186.642 75.921 0.000
14186.892 75.921 0.000
14187.142 75.920 0.000
14187.392 75.920 0.000
14187.642 75.920 0.000
14187.892 75.919 0.000
14188.142 75.919 0.000
14188.392 75.919 0.000
14188.642 75.919 0.000
14188.892 75.918 0.000
14189.142 75.918 0.000
14189.392 75.918 0.000
14189.642 75.918 0.000
14189.892 75.917 0.000
14190.142 75.917 0.000
14190.392 75.917 0.000
14190.642 75.916 0.000
14190.892 75.916 0.000
14191.142 75.916 0.000
14191.392 75.916 0.000
14191.642 75.915 0.000
14191.892 75.915 0.000
14192.142 75.915 0.000
14192.392 75.914 0.000
14192.642 75.914 0.000
14192.892 75.914 0.000
14193.142 75.914 0.000
14193.392 75.913 0.000
14193.642 75.913 0.000
14193.892 75.913 0.000
14194.142 75.913 0.000
14194.392 75.912 0.000
14194.642 75.912 0.000
14194.892 75.912 0.000
14195.142 75.911 0.000
14195.392 75.911 0.000
14195.642 75.911 0.000
14195.892 75.911 0.000
14196.142 75.910 0.000
14196.392 75.910 0.000
14196.642 75.910 0.000
14196.892 75.909 0.000
14197.142 75.909 0.000
14197.392 75.909 0.000
14197.642 75.909 0.000
14197.892 75.908 0.000
14198.142 75.908 0.000
14198.392 75.908 0.000
14198.642 75.908 0.000
14198.892 75.907 0.000
14199.142 75.907 0.000
14199.392 75.907 0.000
14199.642 75.906 0.000
14199.892 75.906 0.000
14200.142 75.906 0.000
14200.392 75.906 0.000
14200.642 75.905 0.000
14200.892 75.905 0.000
14201.142 75.905 0.000
14201.392 75.904 0.000
14201.642 75.904 0.000
14201.892 75.904 0.000
14202.142 75.904 0.000
14202.392 75.903 0.000
14202.642 75.903 0.000
14202.892 75.903 0.000
14203.142 75.903 0.000
14203.392 75.902 0.000
14203.642 75.902 0.000
14203.892 75.902 0.000
14204.142 75.901 0.000
14204.392 75.901 0.000
14204.642 75.901 0.000
14204.892 75.901 0.000
14205.142 75.900 0.000
14205.392 75.900 0.000
14205.642 75.900 0.000
14205.892 75.899 0.000
14206.142 75.899 0.000
14206.392 75.899 0.000
14206.642 75.899 0.000
14206.892 75.898 0.000
14207.142 75.898 0.000
14207.392 75.898 0.000
14207.642 75.897 0.000
14207.892 75.897 0.000
14208.142 75.897 0.000
14208.392 75.897 0.000
14208.642 75.896 0.000
14208.892 75.896 0.000
14209.142 75.896 0.000
14209.392 75.896 0.000
14209.642 75.895 0.000
14209.892 75.895 0.000
14210.142 75.895 0.000
14210.392 75.894 0.000
14210.642 75.894 0.000
14210.892 75.894 0.000
14211.142 75.894 0.000
14211.392 75.893 0.000
14211.642 75.893 0.000
14211.892 75.893 0.000
14212.142 75.892 0.000
14212.392 75.892 0.000
14212.642 75.892 0.000
14212.892 75.892 0.000
14213.142 75.891 0.000
14213.392 75.891 0.000
14213.642 75.891 0.000
14213.892 75.890 0.000
14214.142 75.890 0.000
14214.392 75.890 0.000
14214.642 75.890 0.000
14214.892 75.889 0.000
14215.142 75.889 0.000
14215.392 75.889 0.000
14215.642 75.889 0.000
14215.892 75.888 0.000
14216.142 75.888 0.000
14216.392 75.888 0.000
14216.642 75.887 0.000
14216.892 75.887 0.000
14217.142 75.887 0.000
14217.392 75.887 0.000
14217.642 75.886 0.000
14217.892 75.886 0.000
14218.142 75.886 0.000
14218.392 75.885 0.000
14218.642 75.885 0.000
14218.892 75.885 0.000
14219.142 75.885 0.000
14219.392 75.884 0.000
14219.642 75.884 0.000
14219.892 75.884 0.000
14220.142 75.883 0.000
14220.392 75.883 0.000
14220.642 75.883 0.000
14220.892 75.883 0.000
14221.142 75.882 0.000
14221.392 75.882 0.000
14221.642 75.882 0.000
14221.892 75.881 0.000
14222.142 75.881 0.000
14222.392 75.881 0.000
14222.642 75.881 0.000
14222.892 75.880 0.000
14223.142 75.880 0.000
14223.392 75.880 0.000
14223.642 75.880 0.000
14223.892 75.879 0.000
14224.142 75.879 0.000
14224.392 75.879 0.000
14224.642 75.878 0.000
14224.892 75.878 0.000
14225.142 75.878 0.000
14225.392 75.878 0.000
14225.642 75.877 0.000
14225.892 75.877 0.000
14226.142 75.877 0.000
14226.392 75.876 0.000
14226.642 75.876 0.000
14226.892 75.876 0.000
14227.142 75.876 0.000
14227.392 75.875 0.000
14227.642 75.875 0.000
14227.892 75.875 0.000
14228.142 75.874 0.000
14228.392 75.874 0.000
14228.642 75.874 0.000
14228.892 75.874 0.000
14229.142 75.873 0.000
14229.392 75.873 0.000
14229.642 75.873 0.000
14229.892 75.872 0.000
14230.142 75.872 0.000
14230.392 75.872 0.000
14230.642 75.872 0.000
14230.892 75.871 0.000
14231.142 75.871 0.000
14231.392 75.871 0.000
14231.642 75.870 0.000
14231.892 75.870 0.000
14232.142 75.870 0.000
14232.392 75.870 0.000
14232.642 75.869 0.000
14232.892 75.869 0.000
14233.142 75.869 0.000
14233.392 75.869 0.000
14233.642 75.868 0.000
14233.892 75.868 0.000
14234.142 75.868 0.000
14234.392 75.867 0.000
14234.642 75.867 0.000
14234.892 75.867 0.000
14235.142 75.867 0.000
14235.392 75.866 0.000
14235.642 75.866 0.000
14235.892 75.866 0.000
14236.142 75.865 0.000
14236.392 75.865 0.000
14236.642 75.865 0.000
14236.892 75.865 0.000
14237.142 75.864 0.000
14237.392 75.864 0.000
14237.642 75.864 0.000
14237.892 75.863 0.000
14238.142 75.863 0.000
14238.392 75.863 0.000
14238.642 75.863 0.000
14238.892 75.862 0.000
14239.142 75.862 0.000
14239.392 75.862 0.000
14239.642 75.861 0.000
14239.892 75.861 0.000
14240.142 75.861 0.000
14240.392 75.861 0.000
14240.642 75.860 0.000
14240.892 75.860 0.000
14241.142 75.860 0.000
14241.392 75.859 0.000
14241.642 75.859 0.000
14241.892 75.859 0.000
14242.142 75.859 0.000
14242.392 75.858 0.000
14242.642 75.858 0.000
14242.892 75.858 0.000
14243.142 75.857 0.000
14243.392 75.857 0.000
14243.642 75.857 0.000
14243.892 75.857 0.000
14244.142 75.856 0.000
14244.392 75.856 0.000
14244.642 75.856 0.000
14244.892 75.855 0.000
14245.142 75.855 0.000
14245.392 75.855 0.000
14245.642 75.855 0.000
14245.892 75.854 0.000
14246.142 75.854 0.000
14246.392 75.854 0.000
14246.642 75.853 0.000
14246.892 75.853 0.000
14247.142 75.853 0.000
14247.392 75.853 0.000
14247.642 75.852 0.000
14247.892 75.852 0.000
14248.142 75.852 0.000
14248.392 75.851 0.000
14248.642 75.851 0.000
14248.892 75.851 0.000
14249.142 75.851 0.000
14249.392 75.850 0.000
14249.642 75.850 0.000
14249.892 75.850 0.000
14250.142 75.850 0.000
14250.392 75.849 0.000
14250.642 75.849 0.000
14250.892 75.849 0.000
14251.142 75.848 0.000
14251.392 75.848 0.000
14251.642 75.848 0.000
14251.892 75.848 0.000
14252.142 75.847 0.000
14252.392 75.847 0.000
14252.642 75.847 0.000
14252.892 75.846 0.000
14253.142 75.846 0.000
14253.392 75.846 0.000
14253.642 75.846 0.000
14253.892 75.845 0.000
14254.142 75.845 0.000
14254.392 75.845 0.000
14254.642 75.844 0.000
14254.892 75.844 0.000
14255.142 75.844 0.000
14255.392 75.844 0.000
14255.642 75.843 0.000
14255.892 75.843 0.000
14256.142 75.843 0.000
14256.392 75.842 0.000
14256.642 75.842 0.000
14256.892 75.842 0.000
14257.142 75.842 0.000
14257.392 75.841 0.000
14257.642 75.841 0.000
14257.892 75.841 0.000
14258.142 75.840 0.000
14258.392 75.840 0.000
14258.642 75.840 0.000
14258.892 75.840 0.000
14259.142 75.839 0.000
14259.392 75.839 0.000
14259.642 75.839 0.000
14259.892 75.838 0.000
14260.142 75.838 0.000
14260.392 75.838 0.000
14260.642 75.838 0.000
14260.892 75.837 0.000
14261.142 75.837 0.000
14261.392 75.837 0.000
14261.642 75.836 0.000
14261.892 75.836 0.000
14262.142 75.836 0.000
14262.392 75.836 0.000
14262.642 75.835 0.000
14262.892 75.835 0.000
14263.142 75.835 0.000
14263.392 75.834 0.000
14263.642 75.834 0.000
14263.892 75.834 0.000
14264.142 75.834 0.000
14264.392 75.833 0.000
14264.642 75.833 0.000
14264.892 75.833 0.000
14265.142 75.832 0.000
14265.392 75.832 0.000
14265.642 75.832 0.000
14265.892 75.832 0.000
14266.142 75.831 0.000
